model_id,family,version,local_or_api,category,tasks_supported,languages,streaming_support,realtime_latency_target_ms,base_weights,runtime,quantization,hardware_reqs,context_or_max_audio,benchmarks,license,pricing,docs_url,community_signal,integration_complexity,known_failure_modes,ideal_use_cases,avoid_when,notes,implementation_priority,maturity_level,latency_class,cost_class,packaging_targets,eval_suites,evidence_links,last_reviewed_utc,consent_risk,maintenance_risk
whisper-large-v3-turbo-onnxruntime-int8,Whisper,large-v3-turbo,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-large-v3-turbo,onnxruntime,int8,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-large-v3-turbo-coreml-fp16,Whisper,large-v3-turbo,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-large-v3-turbo,coreml,fp16,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-large-v3-turbo-coreml-int8,Whisper,large-v3-turbo,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-large-v3-turbo,coreml,int8,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-onnxruntime-fp16,Whisper,tiny.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible,,whisper-tiny.en,onnxruntime,fp16,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-onnxruntime-int8,Whisper,tiny.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible,,whisper-tiny.en,onnxruntime,int8,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-coreml-fp16,Whisper,tiny.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible,,whisper-tiny.en,coreml,fp16,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-coreml-int8,Whisper,tiny.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible,,whisper-tiny.en,coreml,int8,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-onnxruntime-fp16,Whisper,base.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible,,whisper-base.en,onnxruntime,fp16,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-onnxruntime-int8,Whisper,base.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible,,whisper-base.en,onnxruntime,int8,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-coreml-fp16,Whisper,base.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible,,whisper-base.en,coreml,fp16,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-coreml-int8,Whisper,base.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible,,whisper-base.en,coreml,int8,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-onnxruntime-fp16,Whisper,small.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible,,whisper-small.en,onnxruntime,fp16,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-onnxruntime-int8,Whisper,small.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible,,whisper-small.en,onnxruntime,int8,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-coreml-fp16,Whisper,small.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible,,whisper-small.en,coreml,fp16,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
